1771200003172,17.175
1771200003711,17.172
1771207202788,17.181
1771207203544,17.181
1771214403312,17.161
1771214403926,17.161
1771221603211,17.163
1771221603928,17.163
1771228802785,17.158
1771228803621,17.158
1771236003279,17.161
1771236003813,17.161
1771243202908,17.148
1771243203489,17.148
1771250403456,17.155
1771250404269,17.147
1771257602944,17.171
1771257603580,17.171
1771264805170,17.161
1771264806306,17.161
1771272003752,17.16
1771272004365,17.16
1771279204250,17.162
1771279205153,17.162
