1771113602512,35882
1771113603227,35882
1771120802992,35482
1771120803725,35482
1771128002537,35502
1771128003180,35502
1771135202492,35958
1771135203106,35958
1771142403047,35955
1771142403631,35955
1771149602460,35501
1771149602994,35501
1771156802722,35481
1771156803249,35481
1771164003013,34358
1771164003626,34358
1771169863443,34497
1771169864178,34497
1771171202392,34574
1771171202919,34574
1771178402380,33856
1771178402859,33856
1771185602483,33410
1771185603305,33410
1771192802379,33702
1771192803028,33702
