1771286403075,1483.58
1771286403782,1483.58
1771303778086,1483.68
1771303778700,1483.68
1771303836455,1483.68
1771303837273,1483.68
1771303872431,1483.68
1771303873227,1483.68
1771308006958,1482.07
1771308008583,1482.07
1771315202437,1488.49
1771315203049,1488.49
1771322402645,1477.73
1771322403258,1477.73
1771329602734,1462.43
1771329603335,1462.43
1771336802823,1464.45
1771336803444,1464.45
1771344003281,1441.81
1771344003970,1441.81
1771351202941,1433.22
1771351204172,1433.22
1771358402819,1453.7
1771358403417,1453.7
1771365611088,1458.78
1771365620931,1458.78
