1771113602740,17.198
1771113603574,17.198
1771120803417,17.195
1771120804073,17.195
1771128002882,17.2
1771128003493,17.2
1771135202807,17.203
1771135203592,17.203
1771142403282,17.204
1771142403983,17.204
1771149602682,17.194
1771149603293,17.194
1771156802952,17.205
1771156803490,17.205
1771164003241,17.188
1771164003973,17.188
1771169863787,17.196
1771169864489,17.196
1771171202623,17.202
1771171203212,17.202
1771178402628,17.205
1771178403089,17.205
1771185602893,17.205
1771185603712,17.205
1771192802685,17.198
1771192803334,17.198
