1771113602618,1514.81
1771113603463,1514.81
1771120803261,1516.6
1771120803955,1516.6
1771128002746,1521.3
1771128003377,1521.3
1771135202612,1544.06
1771135203329,1544.06
1771142403166,1562.41
1771142403741,1562.41
1771149602569,1544
1771149603176,1544
1771156802839,1539.63
1771156803363,1539.63
1771164003129,1493.82
1771164003811,1493.82
1771169863668,1497.53
1771169864382,1497.53
1771171202509,1500.16
1771171203034,1500.16
1771178402514,1486.63
1771178402974,1486.63
1771185602690,1467.73
1771185603415,1467.73
1771192802509,1481.1
1771192803198,1481.1
