1771286402705,1182580
1771286403479,1182580
1771303777660,1175580
1771303778398,1175580
1771303836115,1175580
1771303836863,1175580
1771303871732,1177130
1771303872907,1177130
1771308005804,1172110
1771308007598,1172110
1771315202175,1176540
1771315202751,1176540
1771322402206,1169180
1771322402951,1169180
1771329602472,1166270
1771329603037,1166270
1771336802565,1172310
1771336803135,1172310
1771344002900,1157630
1771344003673,1157630
1771351202505,1152140
1771351203468,1152140
1771358402452,1162040
1771358403117,1162040
1771365602746,1158680
1771365620518,1158680
