1771372870595,17.138
1771372871201,17.138
1771380003270,17.148
1771380003809,17.148
1771387202948,17.139
1771387203664,17.132
1771394402792,17.127
1771394403431,17.127
1771401602916,17.124
1771401603427,17.124
1771408803001,17.096
1771408803694,17.096
1771416003244,17.107
1771416003866,17.107
1771423202536,17.133
1771423203155,17.133
1771430402876,17.134
1771430403798,17.134
1771437602190,17.169
1771437602729,17.169
1771444802074,17.238
1771444802548,17.238
1771452028128,17.211
1771452028713,17.211
