1771286403272,17.168
1771286403997,17.168
1771303778211,17.18
1771303778903,17.18
1771303836659,17.179
1771303837684,17.179
1771303872703,17.178
1771303873339,17.182
1771308007248,17.192
1771308010061,17.192
1771315202630,17.199
1771315203161,17.199
1771322402769,17.183
1771322403377,17.183
1771329602912,17.176
1771329603454,17.176
1771336803009,17.2
1771336803622,17.2
1771344003469,17.209
1771344004085,17.209
1771351203248,17.152
1771351204394,17.152
1771358402994,17.121
1771358403608,17.121
1771365611372,17.131
1771365621100,17.123
