1771200003001,1477.99
1771200003587,1477.99
1771207202481,1473.49
1771207203232,1473.49
1771214403124,1461.61
1771214403736,1461.61
1771221603014,1453.29
1771221603730,1453.29
1771228802490,1461.93
1771228803509,1461.93
1771236003091,1478.47
1771236003698,1478.47
1771243202521,1461.33
1771243203317,1461.33
1771250403248,1442.23
1771250404064,1442.23
1771257602768,1428.46
1771257603462,1428.46
1771264804167,1449.71
1771264805713,1449.71
1771272003637,1453.54
1771272004159,1453.54
1771279204047,1475.7
1771279204943,1475.7
