1771200002689,1180600
1771200003299,1180600
1771207201822,1179180
1771207202994,1179180
1771214402829,1174110
1771214403493,1174110
1771221602724,1174890
1771221603419,1174890
1771228802202,1177010
1771228803220,1177010
1771236002795,1183600
1771236003413,1183600
1771243202221,1180550
1771243203028,1180550
1771250402865,1173080
1771250403657,1173080
1771257602461,1159930
1771257603166,1159930
1771264802863,1166340
1771264805392,1166340
1771272003258,1167460
1771272003879,1167460
1771279203664,1180200
1771279204546,1180200
